,챔피언,게임 결과,게임 시간,소환사 주문1,소환사 주문2,메인 룬,보조 룬,KDA,평점,레벨,CS,분당 CS,킬관여,아이템1,아이템2,아이템3,아이템4,아이템5,아이템6
674,쓰레쉬,패배,22분 2초,점화,점멸,여진,영감,2/6/4,1.00,9,24,1.1,75%,룬 강철 어깨 갑옷,루비 수정,제어 와드,지크의 융합,망가진 초시계,기동력의 장화
675,야스오,승리,31분 17초,정화,점멸,정복자,지배,10/6/9,3.17,17,199,6.4,61%,피바라기,망가진 초시계,수은 장식띠,무한의 대검,유령 무희,광전사의 군화
676,리 신,패배,35분 33초,강타,점멸,정복자,지배,6/7/10,2.29,16,46,1.3,50%,드락사르의 황혼검,수호 천사,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
677,피즈,패배,19분 50초,점화,점멸,감전,정밀,4/4/2,1.50,11,103,5.2,75%,충전형 물약,마법공학 초기형 벨트-01,제어 와드,-,리치베인,마법사의 신발
678,파이크,승리,28분 58초,점화,점멸,여진,지배,12/2/4,8.00,14,42,1.4,47%,거인의 허리띠,수호 천사,화이트록의 갑옷,그림자 검,드락사르의 황혼검,기동력의 장화
679,리 신,패배,23분 0초,강타,점멸,정복자,지배,2/5/2,0.80,10,22,1.0,44%,롱소드,충전형 물약,제어 와드,톱날 단검,마법 부여: 용사,기동력의 장화
680,리 신,승리,36분 29초,강타,점멸,정복자,지배,6/8/22,3.50,17,59,1.6,67%,주문포식자,수호 천사,제어 와드,그림자 검,마법 부여: 용사,기동력의 장화
681,리 신,패배,20분 11초,강타,점멸,정복자,지배,4/4/4,2.00,11,16,0.8,57%,루비 수정,충전형 물약,제어 와드,그림자 검,마법 부여: 용사,기동력의 장화
682,리 신,승리,31분 11초,강타,점멸,정복자,지배,11/6/14,4.17,16,53,1.7,68%,주문포식자,수호 천사,제어 와드,그림자 검,마법 부여: 용사,기동력의 장화
683,야스오,승리,31분 3초,순간이동,점멸,정복자,지배,12/5/6,3.60,17,243,7.8,50%,-,몰락한 왕의 검,헤르메스의 시미터,유령 무희,무한의 대검,광전사의 군화
684,트위스티드 페이트,승리,29분 10초,정화,점멸,착취의 손아귀,영감,7/3/17,8.00,16,163,5.6,59%,부패 물약,존야의 모래시계,밴시의 장막,고속 연사포,영겁의 지팡이,헤르메스의 발걸음
685,야스오,승리,41분 33초,점화,점멸,기민한 발놀림,지배,12/7/9,3.00,18,288,6.9,49%,스테락의 도전,몰락한 왕의 검,헤르메스의 시미터,무한의 대검,스태틱의 단검,광전사의 군화
686,리 신,패배,34분 57초,강타,점멸,정복자,영감,6/5/4,2.00,14,27,0.8,53%,그림자 검,충전형 물약,제어 와드,맬모셔스의 아귀,마법 부여: 용사,헤르메스의 발걸음
687,엘리스,패배,34분 3초,강타,점멸,감전,마법,6/10/10,1.60,13,28,0.8,43%,마법무효화의 망토,존야의 역설,제어 와드,밴시의 장막,마법 부여: 룬의 메아리,기동력의 장화
688,야스오,승리,24분 44초,순간이동,점멸,정복자,지배,5/5/6,2.20,14,157,6.3,41%,-,롱소드,-,스테락의 도전,스태틱의 단검,광전사의 군화
689,리 신,승리,26분 47초,강타,점멸,정복자,지배,9/5/15,4.80,13,29,1.1,67%,주문포식자,티아맷,제어 와드,마법 부여: 용사,칠흑의 양날 도끼,기동력의 장화
690,엘리스,승리,22분 41초,강타,점멸,감전,마법,3/2/3,3.00,12,19,0.8,30%,방출의 마법봉,충전형 물약,제어 와드,망각의 구,마법 부여: 룬의 메아리,기동력의 장화
691,엘리스,패배,23분 34초,강타,점멸,감전,마법,2/7/3,0.71,9,19,0.8,38%,망각의 구,충전형 물약,제어 와드,-,마법 부여: 룬의 메아리,기동력의 장화
692,이즈리얼,승리,29분 40초,회복,점멸,정복자,마법,9/7/13,3.14,15,169,5.7,58%,도란의 검,몰락한 왕의 검,곡괭이,삼위일체,무라마나,명석함의 아이오니아 장화
693,리 신,패배,32분 29초,강타,점멸,정복자,지배,2/11/4,0.55,14,34,1.0,25%,스테락의 도전,티아맷,제어 와드,-,마법 부여: 용사,헤르메스의 발걸음
694,엘리스,패배,33분 25초,강타,점멸,감전,마법,2/8/7,1.12,13,46,1.4,29%,망각의 구,존야의 모래시계,제어 와드,-,마법 부여: 룬의 메아리,기동력의 장화
695,엘리스,패배,27분 25초,강타,점멸,감전,마법,9/8/7,2.00,12,21,0.8,76%,방출의 마법봉,초시계,악마의 마법서,모렐로노미콘,마법 부여: 룬의 메아리,기동력의 장화
